group,source_file,line_number,subcommand,options_all,num_options,options_valid,num_valid
llm,llm_awslabs__aidlc-workflows__tag-on-merge.yml,53,config,"--local",1,"--local",1
llm,llm_awslabs__aidlc-workflows__tag-on-merge.yml,54,tag,"-a -m",2,"-a -m",2
llm,llm_aws-samples__anthropic-on-aws__build-claude-tools-chatbot.yml,32,diff,"--staged --patch --exit-code",3,"--exit-code",1
llm,llm_aws-samples__anthropic-on-aws__build-claude-tools-chatbot.yml,89,commit,"-s -m",2,"-s -m",2
llm,llm_AztecProtocol_aztec-packages_create_doc_update_pr.sh,51,branch,"-D",1,"-D",1
llm,llm_AztecProtocol_aztec-packages_create_doc_update_pr.sh,54,checkout,"-b",1,"-b",1
llm,llm_AztecProtocol_aztec-packages_create_doc_update_pr.sh,59,add,"-A",1,"-A",1
llm,llm_AztecProtocol_aztec-packages_create_doc_update_pr.sh,60,commit,"-m",1,"-m",1
llm,llm_AztecProtocol_aztec-packages_create_doc_update_pr.sh,85,push,"-u",1,"-u",1
llm,llm_Azure__azure-quickstart-templates__ValidateSampleDeployments.yml,2253,clone,"--depth",1,"--depth",1
llm,llm_Azure__azure-quickstart-templates__ValidateSampleDeployments.yml,2268,add,"-A",1,"-A",1
llm,llm_Azure__azure-quickstart-templates__ValidateSampleDeployments.yml,2269,reset,"-q",1,"-q",1
llm,llm_Azure__azure-quickstart-templates__ValidateSampleDeployments.yml,2271,diff,"--cached --quiet",2,"--cached --quiet",2
llm,llm_Azure__azure-quickstart-templates__ValidateSampleDeployments.yml,2277,diff,"--cached --name-only",2,"--cached --name-only",2
llm,llm_Azure__azure-quickstart-templates__ValidateSampleDeployments.yml,2279,commit,"-m",1,"-m",1
llm,llm_Azure__azure-quickstart-templates__ValidateSampleDeployments.yml,2291,pull,"--rebase",1,"",0
llm,llm_Azure__azure-quickstart-templates__ValidateSampleDeployments.yml,2627,add,"-A",1,"-A",1
llm,llm_Azure__azure-quickstart-templates__ValidateSampleDeployments.yml,2634,reset,"-q",1,"-q",1
llm,llm_Azure__azure-quickstart-templates__ValidateSampleDeployments.yml,2636,diff,"--cached --quiet",2,"--cached --quiet",2
llm,llm_Azure__azure-quickstart-templates__ValidateSampleDeployments.yml,2642,diff,"--cached --name-only",2,"--cached --name-only",2
llm,llm_Azure__azure-quickstart-templates__ValidateSampleDeployments.yml,2649,checkout,"-B",1,"-B",1
llm,llm_Azure__azure-quickstart-templates__ValidateSampleDeployments.yml,2650,commit,"-m",1,"-m",1
llm,llm_Azure__azure-quickstart-templates__ValidateSampleDeployments.yml,2651,push,"--force-with-lease",1,"--force-with-lease",1
llm,llm_Azure__azure-rest-api-specs__typespec-validation-all.yaml,66,config,"--global",1,"--global",1
llm,llm_Azure__azure-sdk-for-js__dash.lock.yml,1461,config,"--global",1,"--global",1
llm,llm_Azure__azure-sdk-for-js__dash.lock.yml,1462,config,"--global",1,"--global",1
llm,llm_Azure__azure-sdk-for-js__dash.lock.yml,1463,config,"--global",1,"--global",1
llm,llm_Azure__azure-sdk-for-js__scribe.lock.yml,1477,config,"--global",1,"--global",1
llm,llm_Azure__azure-sdk-for-js__scribe.lock.yml,1478,config,"--global",1,"--global",1
llm,llm_Azure__azure-sdk-for-js__scribe.lock.yml,1479,config,"--global",1,"--global",1
llm,llm_Azure__azure-sdk-for-js__sentinel.lock.yml,1479,config,"--global",1,"--global",1
llm,llm_Azure__azure-sdk-for-js__sentinel.lock.yml,1480,config,"--global",1,"--global",1
llm,llm_Azure__azure-sdk-for-js__sentinel.lock.yml,1481,config,"--global",1,"--global",1
llm,llm_Azure__azure-sdk-for-net__update-samples-and-docs.lock.yml,345,config,"--global",1,"--global",1
llm,llm_Azure__azure-sdk-for-net__update-samples-and-docs.lock.yml,346,config,"--global",1,"--global",1
llm,llm_Azure__azure-sdk-for-net__update-samples-and-docs.lock.yml,347,config,"--global",1,"--global",1
llm,llm_Azure__azure-sdk-for-net__update-samples-and-docs.lock.yml,690,config,"--global",1,"--global",1
llm,llm_Azure__azure-sdk-for-net__update-samples-and-docs.lock.yml,691,config,"--global",1,"--global",1
llm,llm_Azure__azure-sdk-for-net__update-samples-and-docs.lock.yml,692,config,"--global",1,"--global",1
llm,llm_baphled_KaRiya_review-commit.sh,18,diff,"--cached --quiet",2,"--cached --quiet",2
llm,llm_baphled_KaRiya_review-commit.sh,31,diff,"--cached --name-status",2,"--cached --name-status",2
llm,llm_baphled_KaRiya_review-commit.sh,37,diff,"--cached --stat",2,"--cached --stat",2
llm,llm_baphled_KaRiya_review-commit.sh,40,diff,"--cached --name-only",2,"--cached --name-only",2
llm,llm_baphled_KaRiya_review-commit.sh,41,diff,"--cached --numstat",2,"--cached --numstat",2
llm,llm_baphled_KaRiya_review-commit.sh,61,diff,"--cached --name-only",2,"--cached --name-only",2
llm,llm_baphled_KaRiya_review-commit.sh,73,diff,"--cached --name-only",2,"--cached --name-only",2
llm,llm_baphled_KaRiya_review-commit.sh,88,diff,"--cached",1,"--cached",1
llm,llm_baphled_KaRiya_review-commit.sh,90,diff,"--cached",1,"--cached",1
llm,llm_baphled_KaRiya_review-commit.sh,103,diff,"--cached",1,"--cached",1
llm,llm_baphled_KaRiya_review-commit.sh,105,diff,"--cached",1,"--cached",1
llm,llm_baphled_KaRiya_review-commit.sh,178,diff,"--cached --name-only",2,"--cached --name-only",2
llm,llm_baphled_KaRiya_review-commit.sh,199,diff,"--cached --name-only",2,"--cached --name-only",2
llm,llm_baphled_KaRiya_review-commit.sh,268,diff,"--cached"",1,"",0
llm,llm_beenuar__AiSOC__ci.yml,497,checkout,"--orphan",1,"--orphan",1
llm,llm_beenuar__AiSOC__ci.yml,520,commit,"-m",1,"-m",1
llm,llm_beyondeye_aitasks_aitask_setup.sh,1232,diff,"--cached --quiet",2,"--cached --quiet",2
llm,llm_beyondeye_aitasks_aitask_setup.sh,1234,commit,"-m",1,"-m",1
llm,llm_beyondeye_aitasks_aitask_setup.sh,1236,commit,"-m",1,"-m",1
llm,llm_beyondeye_aitasks_aitask_setup.sh,1249,rm,"-r --quiet",2,"-r",1
llm,llm_beyondeye_aitasks_aitask_setup.sh,1250,rm,"-r --quiet",2,"-r",1
llm,llm_beyondeye_aitasks_aitask_setup.sh,1315,diff,"--cached --quiet",2,"--cached --quiet",2
llm,llm_beyondeye_aitasks_aitask_setup.sh,1317,commit,"-m",1,"-m",1
llm,llm_beyondeye_aitasks_aitask_setup.sh,1319,commit,"-m",1,"-m",1
llm,llm_beyondeye_aitasks_aitask_setup.sh,1411,commit,"-m",1,"-m",1
llm,llm_beyondeye_aitasks_aitask_setup.sh,1443,commit,"-m",1,"-m",1
llm,llm_beyondeye_aitasks_aitask_setup.sh,2753,add,"-A",1,"-A",1
llm,llm_beyondeye_aitasks_aitask_setup.sh,2756,diff,"--cached --quiet",2,"--cached --quiet",2
llm,llm_beyondeye_aitasks_aitask_setup.sh,2757,commit,"-m",1,"-m",1
llm,llm_Bikaze__shared-workflows__copilot-review.yml,226,commit,"-m",1,"-m",1
llm,llm_BinaryVortex__BMAD-Full-Code-MCP-Server__bundle-latest.yaml,312,diff,"--staged --quiet",2,"--quiet",1
llm,llm_BinaryVortex__BMAD-Full-Code-MCP-Server__bundle-latest.yaml,316,commit,"-m",1,"-m",1
llm,llm_bitcoin__bitcoin__ci.yml,124,rebase,"--exec --no-commit",2,"--exec",1
llm,llm_bitcoin__bitcoin__ci.yml,124,reset,"--hard"",1,"",0
llm,llm_Blankeos_iconmate_tag_and_release.sh,9,status,"--porcelain)"",1,"",0
llm,llm_Blankeos_iconmate_tag_and_release.sh,65,commit,"-m",1,"-m",1
llm,llm_Blankeos_iconmate_tag_and_release.sh,77,push,"--tags",1,"--tags",1
llm,llm_blessonism_openclaw-memory-architecture_auto-backup.sh,52,add,"-A",1,"-A",1
llm,llm_blessonism_openclaw-memory-architecture_auto-backup.sh,55,diff,"--cached --quiet",2,"--cached --quiet",2
llm,llm_blessonism_openclaw-memory-architecture_auto-backup.sh,61,diff,"--cached --stat",2,"--cached --stat",2
llm,llm_blessonism_openclaw-memory-architecture_auto-backup.sh,66,diff,"--cached --name-only",2,"--cached --name-only",2
llm,llm_blessonism_openclaw-memory-architecture_auto-backup.sh,68,diff,"--cached --name-only",2,"--cached --name-only",2
llm,llm_blessonism_openclaw-memory-architecture_auto-backup.sh,74,diff,"--cached --name-only",2,"--cached --name-only",2
llm,llm_blessonism_openclaw-memory-architecture_auto-backup.sh,76,diff,"--cached --name-only",2,"--cached --name-only",2
llm,llm_blessonism_openclaw-memory-architecture_auto-backup.sh,91,commit,"-m -u",2,"-m -u",2
llm,llm_BMayhew__awesome-sites-to-test-on__ai-link-fixer.yml,114,checkout,"-b",1,"-b",1
llm,llm_BMayhew__awesome-sites-to-test-on__ai-link-fixer.yml,116,commit,"-m",1,"-m",1
llm,llm_breferrari__obsidian-mind__release.yml,106,commit,"-m",1,"-m",1
llm,llm_bthos_agentic-kit_teardown.sh,419,rm,"-f",1,"-f",1
llm,llm_Bullish-Design_nix-conf_notes-update.sh,64,commit,"-m",1,"-m",1
llm,llm_cetnkurt__new__playground.yml,306,config,"--global",1,"--global",1
llm,llm_cfregly_ai-performance-engineering_system_wipe.sh,333,reset,"--hard",1,"--hard",1
llm,llm_chaterm__Chaterm__release.yml,34,fetch,"--no-tags",1,"",0
llm,llm_chaterm__Chaterm__release.yml,76,config,"--system",1,"--system",1
llm,llm_chaterm__Chaterm__test.yml,24,config,"--system",1,"--system",1
llm,llm_CherryHQ__cherry-studio__auto-i18n.yml,67,diff,"--exit-code --quiet",2,"--exit-code --quiet",2
llm,llm_CherryHQ__cherry-studio__auto-i18n.yml,68,status,"--porcelain",1,"--porcelain",1
llm,llm_CherryHQ__cherry-studio__sync-to-gitcode.yml,49,log,"--format",1,"--format",1
llm,llm_CherryHQ__cherry-studio__update-app-upgrade-config.yml,184,diff,"--quiet",1,"--quiet",1
llm,llm_CherryHQ__cherry-studio__update-app-upgrade-config.yml,197,commit,"-m",1,"-m",1
llm,llm_Chochanguk__eb_proj__deploy.yml,72,diff,"--name-only",1,"--name-only",1
llm,llm_clockworklabs__SpacetimeDB__ci.yml,461,config,"--global --add",2,"--global --add",2
llm,llm_cockroachdb__cockroach__issue-autosolve.yml,384,config,"--local",1,"--local",1
llm,llm_cockroachdb__cockroach__issue-autosolve.yml,398,checkout,"-b",1,"-b",1
llm,llm_cockroachdb__cockroach__issue-autosolve.yml,403,diff,"--name-only",1,"--name-only",1
llm,llm_cockroachdb__cockroach__issue-autosolve.yml,415,add,"-u",1,"-u",1
llm,llm_cockroachdb__cockroach__issue-autosolve.yml,418,diff,"--name-only --cached",2,"--name-only --cached",2
llm,llm_cockroachdb__cockroach__issue-autosolve.yml,435,diff,"--name-only --cached",2,"--name-only --cached",2
llm,llm_cockroachdb__cockroach__issue-autosolve.yml,438,diff,"--quiet --cached",2,"--quiet --cached",2
llm,llm_cockroachdb__cockroach__issue-autosolve.yml,455,diff,"--name-only --cached",2,"--name-only --cached",2
llm,llm_cockroachdb__cockroach__issue-autosolve.yml,469,commit,"-F",1,"-F",1
llm,llm_cockroachdb__cockroach__issue-autosolve.yml,481,push,"-u",1,"-u",1
llm,llm_cockroachdb__cockroach__issue-autosolve.yml,495,log,"--pretty",1,"--pretty",1
llm,llm_cockroachdb__cockroach__issue-autosolve.yml,496,log,"--pretty",1,"--pretty",1
llm,llm_cockroachdb__cockroach__issue-autosolve.yml,499,diff,"--stat",1,"--stat",1
llm,llm_cockroachdb__cockroach__issue-autosolve.yml,594,config,"--local --unset",2,"--local --unset",2
llm,llm_cockroachdb__cockroach__pr-autosolve-ci.yml,347,diff,"--name-only",1,"--name-only",1
llm,llm_cockroachdb__cockroach__pr-autosolve-ci.yml,356,diff,"--quiet --cached",2,"--quiet --cached",2
llm,llm_cockroachdb__cockroach__pr-autosolve-ci.yml,358,diff,"--quiet",1,"--quiet",1
llm,llm_cockroachdb__cockroach__pr-autosolve-ci.yml,360,add,"-A",1,"-A",1
llm,llm_cockroachdb__cockroach__pr-autosolve-ci.yml,369,diff,"--name-only --cached",2,"--name-only --cached",2
llm,llm_cockroachdb__cockroach__pr-autosolve-ci.yml,386,diff,"--name-only --cached",2,"--name-only --cached",2
llm,llm_cockroachdb__cockroach__pr-autosolve-ci.yml,389,log,"--format",1,"--format",1
llm,llm_cockroachdb__cockroach__pr-autosolve-ci.yml,392,diff,"--cached --quiet",2,"--cached --quiet",2
llm,llm_cockroachdb__cockroach__pr-autosolve-ci.yml,398,commit,"--amend --no-edit",2,"--amend --no-edit",2
llm,llm_cockroachdb__cockroach__pr-autosolve-ci.yml,401,commit,"-m",1,"-m",1
llm,llm_cockroachdb__cockroach__pr-autosolve-ci.yml,416,push,"--force",1,"",0
llm,llm_codeaholicguy__ai-devkit__rebuild-skill-index.yml,37,diff,"--quiet",1,"--quiet",1
llm,llm_codeaholicguy__ai-devkit__rebuild-skill-index.yml,42,config,"--local",1,"--local",1
llm,llm_codeaholicguy__ai-devkit__rebuild-skill-index.yml,43,config,"--local",1,"--local",1
llm,llm_codeaholicguy__ai-devkit__rebuild-skill-index.yml,45,commit,"-m",1,"-m",1
llm,llm_coder__coder__deploy-docs.yaml,124,init,"-q",1,"-q",1
llm,llm_coder__coder__deploy-docs.yaml,140,diff,"--name-only",1,"--name-only",1
llm,llm_coder__coder__deploy-docs.yaml,157,diff,"--name-status -z",2,"--name-status -z",2
llm,llm_connorodea_sullyai_replica_documentation-setup.sh,784,checkout,"-b",1,"-b",1
llm,llm_connorodea_sullyai_replica_documentation-setup.sh,800,commit,"-m",1,"-m",1
llm,llm_constructor-robotics_constructor-robotics.github.io_reinitializeAllSubmodulesGit.sh,9,config,"--file",1,"--file",1
llm,llm_constructor-robotics_constructor-robotics.github.io_reinitializeAllSubmodulesGit.sh,13,rm,"-f",1,"-f",1
llm,llm_constructor-robotics_constructor-robotics.github.io_reinitializeAllSubmodulesGit.sh,23,reset,"--hard",1,"--hard",1
llm,llm_convergedtarkus_dotfiles_go.bash,146,fetch,"--all --prune --tags",3,"--all --prune",2
llm,llm_convergedtarkus_dotfiles_go.bash,264,reset,"--hard",1,"--hard",1
llm,llm_convergedtarkus_dotfiles_go.bash,309,diff,"--name-only",1,"--name-only",1
llm,llm_core-coin__cip__train-ai.yml,43,diff,"--name-only",1,"--name-only",1
llm,llm_core-coin__cip__train-ai.yml,45,diff,"--name-only",1,"--name-only",1
llm,llm_core-coin__cip__train-ai.yml,69,log,"--format",1,"--format",1
llm,llm_core-coin__cip__train-ai.yml,70,log,"--format",1,"--format",1
llm,llm_coze-dev_coze-loop_download-thrift.sh,61,init,"-q",1,"-q",1
llm,llm_coze-dev_coze-loop_download-thrift.sh,74,fetch,"--depth",1,"--depth",1
llm,llm_craigsc_cmux_cmux.sh,596,merge,"--squash",1,"--squash",1
llm,llm_daffy0208_ai-dev-standards_analyze-project.sh,50,log,"--oneline",1,"--oneline",1
llm,llm_daffy0208_ai-dev-standards_analyze-project.sh,51,log,"--oneline",1,"--oneline",1
llm,llm_davila7__claude-code-templates__update-json-data.yml,72,diff,"--quiet",1,"--quiet",1
llm,llm_davila7__claude-code-templates__update-json-data.yml,77,config,"--local",1,"--local",1
llm,llm_davila7__claude-code-templates__update-json-data.yml,78,config,"--local",1,"--local",1
llm,llm_davila7__claude-code-templates__update-json-data.yml,80,commit,"-m",1,"-m",1
llm,llm_department-of-veterans-affairs__va.gov-team__generate-research-short-story.yml,101,log,"--follow --format --reverse",3,"--follow --format --reverse",3
llm,llm_department-of-veterans-affairs__va.gov-team__generate-research-short-story.yml,111,log,"--format",1,"--format",1
llm,llm_department-of-veterans-affairs__va.gov-team__generate-research-short-story.yml,112,log,"--format",1,"--format",1
llm,llm_department-of-veterans-affairs__va.gov-team__generate-research-short-story.yml,157,log,"--since --format",2,"--since --format",2
llm,llm_department-of-veterans-affairs__vets-api__code_checks.yml,46,fetch,"--no-tags --depth",2,"--depth",1
llm,llm_department-of-veterans-affairs__vets-api__code_checks.yml,47,diff,"--name-only --diff-filter",2,"--name-only --diff-filter",2
llm,llm_department-of-veterans-affairs__vets-api__mobile_openapi_docs.yml,74,diff,"--exit-code",1,"--exit-code",1
llm,llm_department-of-veterans-affairs__vets-api__mobile_openapi_docs.yml,79,config,"--global",1,"--global",1
llm,llm_department-of-veterans-affairs__vets-api__mobile_openapi_docs.yml,80,config,"--global",1,"--global",1
llm,llm_department-of-veterans-affairs__vets-api__mobile_openapi_docs.yml,82,commit,"-m",1,"-m",1
llm,llm_deriv-com__deriv-app__push_and_pull_crowdin_translations.yml,62,checkout,"-b",1,"-b",1
llm,llm_deriv-com__deriv-app__push_and_pull_crowdin_translations.yml,102,status,"--porcelain)"",1,"",0
llm,llm_deriv-com__deriv-app__push_and_pull_crowdin_translations.yml,110,commit,"-m",1,"-m",1
llm,llm_deriv-com__deriv-app__push_and_pull_crowdin_translations.yml,113,push,"--set-upstream",1,"",0
llm,llm_didgugoluke_liminal-transit_copilot-hello-world-e2e-test.sh,281,branch,"-D",1,"-D",1
llm,llm_didgugoluke_liminal-transit_copilot-hello-world-e2e-test.sh,286,branch,"-r",1,"-r",1
llm,llm_didgugoluke_liminal-transit_copilot-hello-world-e2e-test.sh,326,diff,"--staged --quiet",2,"--quiet",1
llm,llm_didgugoluke_liminal-transit_copilot-hello-world-e2e-test.sh,328,commit,"-m",1,"-m",1
llm,llm_didgugoluke_liminal-transit_copilot-hello-world-e2e-test.sh,488,branch,"-r",1,"-r",1
llm,llm_didgugoluke_liminal-transit_copilot-hello-world-e2e-test.sh,500,diff,"--name-only",1,"--name-only",1
llm,llm_didgugoluke_liminal-transit_copilot-hello-world-e2e-test.sh,503,diff,"--name-only",1,"--name-only",1
llm,llm_didgugoluke_liminal-transit_copilot-hello-world-e2e-test.sh,506,diff,"--name-only",1,"--name-only",1
llm,llm_Diegojs5__go-vulnerability-scan__go-vulnerability-scan.yml,24,config,"--global",1,"--global",1
llm,llm_DigneZzZ_remnawave-scripts_selfsteal.sh,289,clone,"--depth",1,"--depth",1
llm,llm_DigneZzZ_remnawave-scripts_selfsteal.sh,3135,clone,"--filter --sparse",2,"--filter --sparse",2
llm,llm_diillson__chatcli__2-prepare-release-pr.yml,60,diff,"--stat",1,"--stat",1
llm,llm_dnviti__SmartWifiFanController__ai_code_analysis.yml,50,diff,"--name-only",1,"--name-only",1
llm,llm_dokku-MCP__dokku-mcp__llm-release.yml,430,log,"--pretty",1,"--pretty",1
llm,llm_dokku-MCP__dokku-mcp__llm-release.yml,475,log,"--pretty",1,"--pretty",1
llm,llm_dotnet__runtime__copilot-echo.lock.yml,396,config,"--global",1,"--global",1
llm,llm_dotnet__runtime__copilot-echo.lock.yml,397,config,"--global",1,"--global",1
llm,llm_dotnet__runtime__copilot-echo.lock.yml,398,config,"--global",1,"--global",1
llm,llm_dotnet__runtime__copilot-echo.lock.yml,765,config,"--global",1,"--global",1
llm,llm_dotnet__runtime__copilot-echo.lock.yml,766,config,"--global",1,"--global",1
llm,llm_dotnet__runtime__copilot-echo.lock.yml,767,config,"--global",1,"--global",1
llm,llm_dotnet__skills__close-stale-prs.agent.lock.yml,368,config,"--global",1,"--global",1
llm,llm_dotnet__skills__close-stale-prs.agent.lock.yml,369,config,"--global",1,"--global",1
llm,llm_dotnet__skills__close-stale-prs.agent.lock.yml,370,config,"--global",1,"--global",1
llm,llm_dotnet__skills__close-stale-prs.agent.lock.yml,711,config,"--global",1,"--global",1
llm,llm_dotnet__skills__close-stale-prs.agent.lock.yml,712,config,"--global",1,"--global",1
llm,llm_dotnet__skills__close-stale-prs.agent.lock.yml,713,config,"--global",1,"--global",1
llm,llm_dotnet__skills__devops-health-check.lock.yml,398,config,"--global",1,"--global",1
llm,llm_dotnet__skills__devops-health-check.lock.yml,399,config,"--global",1,"--global",1
llm,llm_dotnet__skills__devops-health-check.lock.yml,400,config,"--global",1,"--global",1
llm,llm_dotnet__skills__devops-health-check.lock.yml,883,config,"--global",1,"--global",1
llm,llm_dotnet__skills__devops-health-check.lock.yml,884,config,"--global",1,"--global",1
llm,llm_dotnet__skills__devops-health-check.lock.yml,885,config,"--global",1,"--global",1
llm,llm_dotnet__skills__devops-health-groom.lock.yml,374,config,"--global",1,"--global",1
llm,llm_dotnet__skills__devops-health-groom.lock.yml,375,config,"--global",1,"--global",1
llm,llm_dotnet__skills__devops-health-groom.lock.yml,376,config,"--global",1,"--global",1
llm,llm_dotnet__skills__devops-health-groom.lock.yml,768,config,"--global",1,"--global",1
llm,llm_dotnet__skills__devops-health-groom.lock.yml,769,config,"--global",1,"--global",1
llm,llm_dotnet__skills__devops-health-groom.lock.yml,770,config,"--global",1,"--global",1
llm,llm_dotnet__skills__devops-health-investigate.lock.yml,420,config,"--global",1,"--global",1
llm,llm_dotnet__skills__devops-health-investigate.lock.yml,421,config,"--global",1,"--global",1
llm,llm_dotnet__skills__devops-health-investigate.lock.yml,422,config,"--global",1,"--global",1
llm,llm_dotnet__skills__devops-health-investigate.lock.yml,762,config,"--global",1,"--global",1
llm,llm_dotnet__skills__devops-health-investigate.lock.yml,763,config,"--global",1,"--global",1
llm,llm_dotnet__skills__devops-health-investigate.lock.yml,764,config,"--global",1,"--global",1
llm,llm_dotnet__skills__evaluation.yml,90,diff,"--name-only --diff-filter",2,"--name-only --diff-filter",2
llm,llm_dotnet__skills__evaluation.yml,157,diff,"--name-only --diff-filter",2,"--name-only --diff-filter",2
llm,llm_dotnet__skills__evaluation.yml,358,diff,"--name-only --diff-filter",2,"--name-only --diff-filter",2
llm,llm_dotnet__skills__evaluation.yml,958,clone,"--branch",1,"",0
llm,llm_dotnet__skills__evaluation.yml,960,checkout,"-b",1,"-b",1
llm,llm_dotnet__skills__evaluation.yml,980,diff,"--cached --quiet",2,"--cached --quiet",2
llm,llm_dotnet__skills__evaluation.yml,983,commit,"-m",1,"-m",1
llm,llm_dotnet__skills__evaluation.yml,985,commit,"-m",1,"-m",1
llm,llm_dotnet__skills__evaluation.yml,1064,clone,"--branch",1,"",0
llm,llm_dotnet__skills__evaluation.yml,1066,checkout,"-b",1,"-b",1
llm,llm_dotnet__skills__evaluation.yml,1088,diff,"--cached --quiet",2,"--cached --quiet",2
llm,llm_dotnet__skills__evaluation.yml,1091,commit,"-m",1,"-m",1
llm,llm_dotnet__skills__evaluation.yml,1093,commit,"-m",1,"-m",1
llm,llm_dotnet__skills__evaluation.yml,1138,log,"--format",1,"--format",1
llm,llm_dotnet__skills__evaluation.yml,1139,log,"--format",1,"--format",1
llm,llm_dotnet__skills__evaluation.yml,1140,log,"--format",1,"--format",1
llm,llm_dotnet__skills__evaluation.yml,1196,clone,"--branch",1,"",0
llm,llm_dotnet__skills__evaluation.yml,1198,checkout,"-b",1,"-b",1
llm,llm_dotnet__skills__evaluation.yml,1219,diff,"--cached --quiet",2,"--cached --quiet",2
llm,llm_dotnet__skills__evaluation.yml,1220,commit,"-m",1,"-m",1
llm,llm_dotnet__skills__evaluation.yml,1328,clone,"--branch",1,"",0
llm,llm_dotnet__skills__evaluation.yml,1330,checkout,"-b",1,"-b",1
llm,llm_dotnet__skills__evaluation.yml,1364,diff,"--cached --quiet",2,"--cached --quiet",2
llm,llm_dotnet__skills__evaluation.yml,1365,commit,"-m",1,"-m",1
llm,llm_dotnet__skills__gh-aw-upgrade.yml,33,diff,"--name-only",1,"--name-only",1
llm,llm_dotnet__skills__gh-aw-upgrade.yml,37,diff,"--name-only",1,"--name-only",1
llm,llm_dotnet__skills__gh-aw-upgrade.yml,73,checkout,"-B",1,"-B",1
llm,llm_dotnet__skills__gh-aw-upgrade.yml,74,add,"-A",1,"-A",1
llm,llm_dotnet__skills__gh-aw-upgrade.yml,76,diff,"--cached --quiet",2,"--cached --quiet",2
llm,llm_dotnet__skills__gh-aw-upgrade.yml,81,commit,"-m",1,"-m",1
llm,llm_dotnet__skills__gh-aw-upgrade.yml,82,push,"-f",1,"-f",1
llm,llm_dotnet__skills__gh-aw-upgrade.yml,110,commit,"-m",1,"-m",1
llm,llm_dotnet__skills__issue-investigate.lock.yml,378,config,"--global",1,"--global",1
llm,llm_dotnet__skills__issue-investigate.lock.yml,379,config,"--global",1,"--global",1
llm,llm_dotnet__skills__issue-investigate.lock.yml,380,config,"--global",1,"--global",1
llm,llm_dotnet__skills__issue-investigate.lock.yml,787,config,"--global",1,"--global",1
llm,llm_dotnet__skills__issue-investigate.lock.yml,788,config,"--global",1,"--global",1
llm,llm_dotnet__skills__issue-investigate.lock.yml,789,config,"--global",1,"--global",1
llm,llm_dotnet__skills__issue-investigate.lock.yml,1348,config,"--global",1,"--global",1
llm,llm_dotnet__skills__issue-investigate.lock.yml,1349,config,"--global",1,"--global",1
llm,llm_dotnet__skills__issue-investigate.lock.yml,1350,config,"--global",1,"--global",1
llm,llm_dotnet__skills__issue-triage.lock.yml,387,config,"--global",1,"--global",1
llm,llm_dotnet__skills__issue-triage.lock.yml,388,config,"--global",1,"--global",1
llm,llm_dotnet__skills__issue-triage.lock.yml,389,config,"--global",1,"--global",1
llm,llm_dotnet__skills__issue-triage.lock.yml,803,config,"--global",1,"--global",1
llm,llm_dotnet__skills__issue-triage.lock.yml,804,config,"--global",1,"--global",1
llm,llm_dotnet__skills__issue-triage.lock.yml,805,config,"--global",1,"--global",1
llm,llm_dotnet__skills__markdown-linter.lock.yml,409,config,"--global",1,"--global",1
llm,llm_dotnet__skills__markdown-linter.lock.yml,410,config,"--global",1,"--global",1
llm,llm_dotnet__skills__markdown-linter.lock.yml,411,config,"--global",1,"--global",1
llm,llm_dotnet__skills__markdown-linter.lock.yml,760,config,"--global",1,"--global",1
llm,llm_dotnet__skills__markdown-linter.lock.yml,761,config,"--global",1,"--global",1
llm,llm_dotnet__skills__markdown-linter.lock.yml,762,config,"--global",1,"--global",1
llm,llm_dotnet__skills__markdownlint.yml,36,diff,"--name-only",1,"--name-only",1
llm,llm_dotnet__skills__markdownlint.yml,40,diff,"--name-only --diff-filter",2,"--name-only --diff-filter",2
llm,llm_dotnet__skills__skill-coverage.yml,124,fetch,"--depth",1,"--depth",1
llm,llm_dotnet__skills__skill-coverage.yml,128,fetch,"--unshallow",1,"--unshallow",1
llm,llm_dotnet__skills__skill-coverage.yml,151,diff,"--name-only",1,"--name-only",1
llm,llm_dotnet__skills__skill-coverage.yml,155,diff,"--name-only",1,"--name-only",1
llm,llm_dotnet__skills__skill-validator.yml,40,diff,"--name-only",1,"--name-only",1
llm,llm_dotnet__skills__skill-validator.yml,167,tag,"-f",1,"-f",1
llm,llm_dotnet__skills__skill-validator.yml,168,push,"-f",1,"-f",1
llm,llm_dragonflydb__dragonfly__fuzz-pr.yml,70,config,"--global --add",2,"--global --add",2
llm,llm_drehelis__gcp-emulator-ui__check-emulator-updates.lock.yml,327,config,"--global",1,"--global",1
llm,llm_drehelis__gcp-emulator-ui__check-emulator-updates.lock.yml,328,config,"--global",1,"--global",1
llm,llm_drehelis__gcp-emulator-ui__check-emulator-updates.lock.yml,329,config,"--global",1,"--global",1
llm,llm_drehelis__gcp-emulator-ui__check-emulator-updates.lock.yml,681,config,"--global",1,"--global",1
llm,llm_drehelis__gcp-emulator-ui__check-emulator-updates.lock.yml,682,config,"--global",1,"--global",1
llm,llm_drehelis__gcp-emulator-ui__check-emulator-updates.lock.yml,683,config,"--global",1,"--global",1
llm,llm_dyoshikawa__rulesync__ci.yml,40,status,"--porcelain)"",1,"",0
llm,llm_dyoshikawa__rulesync__ci.yml,42,status,"--porcelain",1,"--porcelain",1
llm,llm_dyoshikawa__rulesync__ci.yml,54,status,"--porcelain)"",1,"",0
llm,llm_dyoshikawa__rulesync__ci.yml,56,status,"--porcelain",1,"--porcelain",1
