file,provenance,repo,path,evidence
SavvyHack3r_0g-da-node__dev_support_download_params.sh,llm,SavvyHack3r/0g-da-node,dev_support/download_params.sh,"Generated by GPT"
borderland4_0g-da-node__dev_support_download_params.sh,llm,borderland4/0g-da-node,dev_support/download_params.sh,"Generated by GPT"
arkimium_LingmoNix-Starter__autoprocess_hyprland.sh,llm,arkimium/LingmoNix-Starter,autoprocess/hyprland.sh,"Generated by GPT"
arkimium_yaksha-starter__autoprocess_hyprland.sh,llm,arkimium/yaksha-starter,autoprocess/hyprland.sh,"Generated by GPT"
ShelbySolomonDarnell_GN-LLM-Hacking__gn-ai_gnqa_paper1_eval_src_run_human_datasets.sh,llm,ShelbySolomonDarnell/GN-LLM-Hacking,gn-ai/gnqa/paper1_eval/src/run_human_datasets.sh,"generated by gpt"
regpy_regpy__update-remote.sh,llm,regpy/regpy,update-remote.sh,"created by ChatGPT"
lackhove_coverage-sh__example_syntax_example.sh,llm,lackhove/coverage-sh,example/syntax_example.sh,"created by ChatGPT"
knbknb_ai-system-roles__scripts_prepare-sorted-csv.sh,llm,knbknb/ai-system-roles,scripts/prepare-sorted-csv.sh,"created by ChatGPT"
henrikraedergaard_go-restful__init-db.sh,llm,henrikraedergaard/go-restful,init-db.sh,"created by chatgpt"
cgloeckner_zombie-maker__make_silhouettes.sh,llm,cgloeckner/zombie-maker,make_silhouettes.sh,"created by ChatGPT"
Noob99n_Fantasy__backup-db.sh,llm,Noob99n/Fantasy,backup-db.sh,"Created by ChatGPT"
swiftforarduino_swift__checkout-swift-ci.sh,llm,swiftforarduino/swift,checkout-swift-ci.sh,"Created by ChatGPT"
pavl21_pterodactyl-gui-installer__installer.sh,llm,pavl21/pterodactyl-gui-installer,installer.sh,"created by ChatGPT"
NicholasMDH_dotfiles__bin_bin_startSSH.sh,llm,NicholasMDH/dotfiles,bin/bin/startSSH.sh,"created by chatGPT"
clivet268_CCASatTestSuite__utility_jitter_recusiveJitterGraph.sh,llm,clivet268/CCASatTestSuite,utility/jitter/recusiveJitterGraph.sh,"created by chatgpt"
xpert4cyber_Learn2Scripting__Linux Scripting_CCTV_CamFind.sh,llm,xpert4cyber/Learn2Scripting,Linux Scripting/CCTV/CamFind.sh,"Created by ChatGPT"
jens-goes-mad_diy-pedalboard__samples_osx-ramdisk.sh,llm,jens-goes-mad/diy-pedalboard,samples/osx-ramdisk.sh,"created by ChatGPT"
robertutterback_kidbox__install.sh,llm,robertutterback/kidbox,install.sh,"created by ChatGPT"
Szkolne-projekty_JJKotkiPhp__scripts_build-and-run.sh,llm,Szkolne-projekty/JJKotkiPhp,scripts/build-and-run.sh,"Created by ChatGPT"
thorgeir93_bin__bin_git_status_check.sh,llm,thorgeir93/bin,bin/git_status_check.sh,"created by ChatGPT"
mewoocat_Leaf-dotfiles__.config_eww_images_changeSVGColor.sh,llm,mewoocat/Leaf-dotfiles,.config/eww/images/changeSVGColor.sh,"Created by chatGPT"
hanse-kim_hanse-kim.github.io-legacy__scripts_rename-to-kebab-case.sh,llm,hanse-kim/hanse-kim.github.io-legacy,scripts/rename-to-kebab-case.sh,"Created by ChatGPT"
Noob99n_Fantasy__update-owner.sh,llm,Noob99n/Fantasy,update-owner.sh,"Created by ChatGPT"
Mitanshk01_SMAI-Implementations__Part-1_eval.sh,llm,Mitanshk01/SMAI-Implementations,Part-1/eval.sh,"created by ChatGPT"
clivet268_CCASatTestSuite__utility_jitter_recusiveJitter.sh,llm,clivet268/CCASatTestSuite,utility/jitter/recusiveJitter.sh,"created by chatgpt"
raeez_chiral-bar-cobar-vol2__.codex_hooks_pre_bash_guard.sh,llm,raeez/chiral-bar-cobar-vol2,.codex/hooks/pre_bash_guard.sh,"ai generated"
Nbglut_FOSSATest__create-branches.sh,llm,Nbglut/FOSSATest,create-branches.sh,"created by CHATGPT"
Low-ResourceDialectology_DialectTools__experiments_2024SchuMATh-deuL-SYNT-deuL-DBLI-0001.sh,llm,Low-ResourceDialectology/DialectTools,experiments/2024SchuMATh-deuL-SYNT-deuL-DBLI-0001.sh,"created by ChatGPT"
SethMC26_Penguin-Protector-Anti-Malware__scripts_install.sh,llm,SethMC26/Penguin-Protector-Anti-Malware,scripts/install.sh,"Created by chatGPT"
pavl21_pterodactyl-gui-installer__wings-installer.sh,llm,pavl21/pterodactyl-gui-installer,wings-installer.sh,"created by ChatGPT"
Noob99n_Fantasy__update-app.sh,llm,Noob99n/Fantasy,update-app.sh,"Created by ChatGPT"
Noob99n_Fantasy__setup.sh,llm,Noob99n/Fantasy,setup.sh,"Created by ChatGPT"
Noob99n_Fantasy__deploy-base.sh,llm,Noob99n/Fantasy,deploy-base.sh,"Created by ChatGPT"
mewoocat_Leaf-dotfiles__.config_eww_images_Untitled Folder_changeSVGColor.sh,llm,mewoocat/Leaf-dotfiles,.config/eww/images/Untitled Folder/changeSVGColor.sh,"Created by chatGPT"
raeez_ainfinity-chiral-hochschild-cohomology-3d-qft__.codex_hooks_pre_bash_guard.sh,llm,raeez/ainfinity-chiral-hochschild-cohomology-3d-qft,.codex/hooks/pre_bash_guard.sh,"ai generated"
WelcometoMyGarden_welcometomygarden__tools_set-cf-ip.sh,llm,WelcometoMyGarden/welcometomygarden,tools/set-cf-ip.sh,"written by ChatGPT"
V01DBREAKER_V01DBot__start.sh,llm,V01DBREAKER/V01DBot,start.sh,"Written by CHATGPT"
builab_subtomo_scripts__find_beads.sh,llm,builab/subtomo_scripts,find_beads.sh,"written by ChatGPT"
henrymai_container_env__mac.env.sh,llm,henrymai/container_env,mac.env.sh,"written by ChatGPT"
phoggy_rayvn__lib_config.sh,llm,phoggy/rayvn,lib/config.sh,"Written by Claude"
ChocolateLoverRaj_zfs-incremental-backup__delete_all_buckets_and_sqs.sh,llm,ChocolateLoverRaj/zfs-incremental-backup,delete_all_buckets_and_sqs.sh,"Written by ChatGPT"
Theta-Limited_ThetaTools__renameDroneImage.sh,llm,Theta-Limited/ThetaTools,renameDroneImage.sh,"written by chatgpt"
17thSaint_fzj__cluster-codes_run-script-jsc.sh,llm,17thSaint/fzj,cluster-codes/run-script-jsc.sh,"written by ChatGPT"
ReachableCEO_TSYSSecretsManager__bin_prod.sh,llm,ReachableCEO/TSYSSecretsManager,bin/prod.sh,"Written by Chatgpt"
Beinmann_dotfilesV3__modules_i3_.config_i3_scripts_i3_window_change_subscriber.sh,llm,Beinmann/dotfilesV3,modules/i3/.config/i3/scripts/i3_window_change_subscriber.sh,"written by ChatGPT"
nodsup-halnux_NockChainExperiments__scripts_logs_search.sh,llm,nodsup-halnux/NockChainExperiments,scripts/logs_search.sh,"written by chatgpt"
Feng-Lab-MIT_AstrocyteHeterogeneity__making_supp_tables_merge_csv_to_excel_fullname.sh,llm,Feng-Lab-MIT/AstrocyteHeterogeneity,making_supp_tables/merge_csv_to_excel_fullname.sh,"Written by ChatGPT"
fiforms_snapsearch__scripts_generate_json.sh,llm,fiforms/snapsearch,scripts/generate_json.sh,"Written by ChatGPT"
Yifferpi_dotfiles__install_pandoc.sh,llm,Yifferpi/dotfiles,install/pandoc.sh,"written by ChatGPT"
andyzorigin_cybench__benchmark_hackthebox_cyber-apocalypse-2024_forensics_[Medium] Data Siege_metadata_requirements.sh,llm,andyzorigin/cybench,benchmark/hackthebox/cyber-apocalypse-2024/forensics/[Medium] Data Siege/metadata/requirements.sh,"WRITTEN BY CHATGPT"
zudsniper_bashbits__installers_get_gum.sh,llm,zudsniper/bashbits,installers/get_gum.sh,"written by ChatGPT"
Sentience-Robotics_sentience-docs-setup__tools_delete_user.sh,llm,Sentience-Robotics/sentience-docs-setup,tools/delete_user.sh,"written by ChatGPT"
sodoesaburningbus_ValpoMetTower__run_tower_feed.sh,llm,sodoesaburningbus/ValpoMetTower,run_tower_feed.sh,"Written by ChatGPT"
ferntheplant_dotfiles__scripts_install.sh,llm,ferntheplant/dotfiles,scripts/install.sh,"WRITTEN BY CHATGPT"
TheSillySmoker_marksch__blog_portfolio_update_averages.sh,llm,TheSillySmoker/marksch,blog/portfolio/update_averages.sh,"written by ChatGPT"
Arnaud-Sibille_odoo-unix-helpers__completion.sh,llm,Arnaud-Sibille/odoo-unix-helpers,completion.sh,"written by chatgpt"
nerffan1_FODLego__survey_setup.sh,llm,nerffan1/FODLego,survey_setup.sh,"Written by ChatGPT"
SyphonArch_Cornell-CS6120-Advanced-Compilers__lesson3_run_all_tdce.sh,llm,SyphonArch/Cornell-CS6120-Advanced-Compilers,lesson3/run_all_tdce.sh,"written by ChatGPT"
builab_subtomo_scripts__extract_ts_middle_image.sh,llm,builab/subtomo_scripts,extract_ts_middle_image.sh,"Written by ChatGPT"
bjcoleman_aws_instances__install_keys.sh,llm,bjcoleman/aws_instances,install_keys.sh,"written by ChatGPT"
FinsureConsulting_finsure__move_images.sh,llm,FinsureConsulting/finsure,move_images.sh,"Written by ChatGPT"
fiforms_snapsearch__scripts_build_condensed_image.sh,llm,fiforms/snapsearch,scripts/build_condensed_image.sh,"written by ChatGPT"
apoelstra_local-nix-ci__queue.sh,llm,apoelstra/local-nix-ci,queue.sh,"written by ChatGPT"
17thSaint_fzj__cluster-codes_run-script.sh,llm,17thSaint/fzj,cluster-codes/run-script.sh,"written by ChatGPT"
SamVarahram_Suduko_solver__average_time.sh,llm,SamVarahram/Suduko_solver,average_time.sh,"written by chatgpt"
campusrover_rosutils__install_set_hostname.sh,llm,campusrover/rosutils,install/set_hostname.sh,"written by ChatGPT"
Yifferpi_dotfiles__install_cups.sh,llm,Yifferpi/dotfiles,install/cups.sh,"written by ChatGPT"
SyphonArch_Cornell-CS6120-Advanced-Compilers__lesson3_run_all_lvn_tdce.sh,llm,SyphonArch/Cornell-CS6120-Advanced-Compilers,lesson3/run_all_lvn_tdce.sh,"written by ChatGPT"
denshinobi_saya__games_speedbase.sh,llm,denshinobi/saya,games/speedbase.sh,"written by chatgpt"
17thSaint_fzj__cluster-codes_make-new-prf.sh,llm,17thSaint/fzj,cluster-codes/make-new-prf.sh,"written by ChatGPT"
builab_subtomo_scripts__tomostar_edit_batch.sh,llm,builab/subtomo_scripts,tomostar_edit_batch.sh,"Written by ChatGPT"
NevilleDNZ_ghstpipe__bin_git-check-status.sh,llm,NevilleDNZ/ghstpipe,bin/git-check-status.sh,"Written by ChatGPT"
isworking_dots__waybar_.config_waybar_scripts_volume-control.sh,llm,isworking/dots,waybar/.config/waybar/scripts/volume-control.sh,"written by ChatGPT"
builab_subtomo_scripts__copy_xf_tlt_files_to_warp_batch.sh,llm,builab/subtomo_scripts,copy_xf_tlt_files_to_warp_batch.sh,"Written by ChatGPT"
gega_rebash__tsess.sh,llm,gega/rebash,tsess.sh,"written by ChatGPT"
zudsniper_bashbits__builders_build_py3.sh,llm,zudsniper/bashbits,builders/build_py3.sh,"WRITTEN BY ChatGPT"
TheSillySmoker_marksch__blog_portfolio_old_scripts_update_averages.sh,llm,TheSillySmoker/marksch,blog/portfolio/old_scripts/update_averages.sh,"written by ChatGPT"
amazon-science_Cyber-Zero__benchmarks_cybench_HTB_forensics_[Medium] Data Siege_metadata_requirements.sh,llm,amazon-science/Cyber-Zero,benchmarks/cybench/HTB/forensics/[Medium] Data Siege/metadata/requirements.sh,"WRITTEN BY CHATGPT"
enigma-agent_benchmarks__cybench_HTB_forensics_[Medium] Data Siege_metadata_requirements.sh,llm,enigma-agent/benchmarks,cybench/HTB/forensics/[Medium] Data Siege/metadata/requirements.sh,"WRITTEN BY CHATGPT"
boyiwei_cybench-dataset__HTB_forensics_[Medium] Data Siege_metadata_requirements.sh,llm,boyiwei/cybench-dataset,HTB/forensics/[Medium] Data Siege/metadata/requirements.sh,"WRITTEN BY CHATGPT"
PenghaoJiang_VulRL__benchmark_ctfmix_cybench_HTB_forensics_[Medium] Data Siege_metadata_requirements.sh,llm,PenghaoJiang/VulRL,benchmark/ctfmix/cybench/HTB/forensics/[Medium] Data Siege/metadata/requirements.sh,"WRITTEN BY CHATGPT"
KalebBacztub_Cybench2.0__benchmark_hackthebox_cyber-apocalypse-2024_forensics_[Medium] Data Siege_metadata_requirements.sh,llm,KalebBacztub/Cybench2.0,benchmark/hackthebox/cyber-apocalypse-2024/forensics/[Medium] Data Siege/metadata/requirements.sh,"WRITTEN BY CHATGPT"
autopencil-1_cybench-testbed__benchmark_hackthebox_cyber-apocalypse-2024_forensics_[Medium] Data Siege_metadata_requirements.sh,llm,autopencil-1/cybench-testbed,benchmark/hackthebox/cyber-apocalypse-2024/forensics/[Medium] Data Siege/metadata/requirements.sh,"WRITTEN BY CHATGPT"
McGill-NLP_BRIDGE__data_cybench_benchmark_hackthebox_cyber-apocalypse-2024_forensics_[Medium] Data Siege_metadata_requirements.sh,llm,McGill-NLP/BRIDGE,data/cybench/benchmark/hackthebox/cyber-apocalypse-2024/forensics/[Medium] Data Siege/metadata/requirements.sh,"WRITTEN BY CHATGPT"
sunblaze-ucb_cybergym-agent-examples__cybench_cybench-repo_benchmark_hackthebox_cyber-apocalypse-2024_forensics_[Medium] Data Siege_metadata_requirements.sh,llm,sunblaze-ucb/cybergym-agent-examples,cybench/cybench-repo/benchmark/hackthebox/cyber-apocalypse-2024/forensics/[Medium] Data Siege/metadata/requirements.sh,"WRITTEN BY CHATGPT"
yuxuan18_icml25-code__cybench_benchmark_hackthebox_cyber-apocalypse-2024_forensics_[Medium] Data Siege_metadata_requirements.sh,llm,yuxuan18/icml25-code,cybench/benchmark/hackthebox/cyber-apocalypse-2024/forensics/[Medium] Data Siege/metadata/requirements.sh,"WRITTEN BY CHATGPT"
sunblaze-ucb_cybergym-neurips-25__scripts_agents_cybench_cybench-repo_benchmark_hackthebox_cyber-apocalypse-2024_forensics_[Medium] Data Siege_metadata_requirements.sh,llm,sunblaze-ucb/cybergym-neurips-25,scripts/agents/cybench/cybench-repo/benchmark/hackthebox/cyber-apocalypse-2024/forensics/[Medium] Data Siege/metadata/requirements.sh,"WRITTEN BY CHATGPT"
namidaco_namida__scripts_gen_downloads_table.sh,llm,namidaco/namida,scripts/gen_downloads_table.sh,"Generated by claude"
nyldn_claude-octopus__scripts_lib_research.sh,llm,nyldn/claude-octopus,scripts/lib/research.sh,"Generated by Claude"
eclipse-omr_omr__buildenv_jenkins_clang_format_clang-format-wrapper.sh,llm,eclipse-omr/omr,buildenv/jenkins/clang_format/clang-format-wrapper.sh,"generated by Claude"
ROCm_amdsmi__tools_run-clang-tidy.sh,llm,ROCm/amdsmi,tools/run-clang-tidy.sh,"generated by Claude"
AztecProtocol_aztec-packages__docs_scripts_lib_create_doc_update_pr.sh,llm,AztecProtocol/aztec-packages,docs/scripts/lib/create_doc_update_pr.sh,"generated by Claude"
philippb_claude-homeassistant__.claude-code_hooks_yaml-formatter.sh,llm,philippb/claude-homeassistant,.claude-code/hooks/yaml-formatter.sh,"generated by Claude"
apify_mcpc__docs_examples_company-lookup.sh,llm,apify/mcpc,docs/examples/company-lookup.sh,"generated by Claude"
huangjia2019_claude-code-engineering__08-Headless_projects_02-scripts_review.sh,llm,huangjia2019/claude-code-engineering,08-Headless/projects/02-scripts/review.sh,"Generated by Claude"
devfile_devworkspace-operator__.ci_oci-devworkspace-happy-path.sh,llm,devfile/devworkspace-operator,.ci/oci-devworkspace-happy-path.sh,"Generated by Claude"
aws-samples_serverless-samples__claude-hub_examples_mdm_uninstall-macos.sh,llm,aws-samples/serverless-samples,claude-hub/examples/mdm/uninstall-macos.sh,"generated by claude"
tpvasconcelos_ridgeplot__cicd_utils_find-unmentioned-prs.sh,llm,tpvasconcelos/ridgeplot,cicd_utils/find-unmentioned-prs.sh,"generated by Claude"
dcb_homeassistant-claude-kit__.claude_hooks_yamllint-claude-only.sh,llm,dcb/homeassistant-claude-kit,.claude/hooks/yamllint-claude-only.sh,"Generated by Claude"
FoundationDB_fdb-joshua__joshua_dashboard.sh,llm,FoundationDB/fdb-joshua,joshua_dashboard.sh,"generated by claude"
ruvnet_open-claude-code__scripts_analyze-discoveries.sh,llm,ruvnet/open-claude-code,scripts/analyze-discoveries.sh,"generated by Claude"
jmckinley_claude-code-resources__claude-code-jumpstart.sh,llm,jmckinley/claude-code-resources,claude-code-jumpstart.sh,"Generated by Claude"
marcuspat_turbo-flow__V1_devpods_generate-claude-md.sh,llm,marcuspat/turbo-flow,V1/devpods/generate-claude-md.sh,"generated by Claude"
hex_claude-council__scripts_format-output.sh,llm,hex/claude-council,scripts/format-output.sh,"generated by Claude"
0xAxiom_AppFactory__app-factory_scripts_auto_plan_build.sh,llm,0xAxiom/AppFactory,app-factory/scripts/auto_plan_build.sh,"generated by Claude"
FlorianBruniaux_cc-copilot-bridge__install.sh,llm,FlorianBruniaux/cc-copilot-bridge,install.sh,"Generated by claude"
imbue-ai_mngr__libs_mngr_imbue_mngr_resources_mega_tutorial.sh,llm,imbue-ai/mngr,libs/mngr/imbue/mngr/resources/mega_tutorial.sh,"generated by Claude"
mzazon_cloud-projects__aws_eks-ingress-alb-controller_code_scripts_deploy.sh,llm,mzazon/cloud-projects,aws/eks-ingress-alb-controller/code/scripts/deploy.sh,"Generated by Claude"
mzazon_cloud-projects__aws_eks-ingress-alb-controller_code_scripts_destroy.sh,llm,mzazon/cloud-projects,aws/eks-ingress-alb-controller/code/scripts/destroy.sh,"Generated by Claude"
Vrooli_Vrooli__resources_litellm_examples_claude-code-setup.sh,llm,Vrooli/Vrooli,resources/litellm/examples/claude-code-setup.sh,"Generated by claude"
mzazon_cloud-projects__aws_conversational-ai-bedrock-claude_code_scripts_destroy.sh,llm,mzazon/cloud-projects,aws/conversational-ai-bedrock-claude/code/scripts/destroy.sh,"Generated by Claude"
mzazon_cloud-projects__aws_conversational-ai-bedrock-claude_code_scripts_deploy.sh,llm,mzazon/cloud-projects,aws/conversational-ai-bedrock-claude/code/scripts/deploy.sh,"Generated by Claude"
dnviti_arsenale__scripts_setup-github-labels.sh,llm,dnviti/arsenale,scripts/setup-github-labels.sh,"Generated by Claude"
AaltoSciComp_triton-bin__bin_ai_agents.sh,llm,AaltoSciComp/triton-bin,bin/ai_agents.sh,"generated by Claude"
sseshachala_Claude_Audit__apply.sh,llm,sseshachala/Claude_Audit,apply.sh,"generated by claude"
luiseiman_dotforge__template_hooks_post-compact.sh,llm,luiseiman/dotforge,template/hooks/post-compact.sh,"generated by Claude"
brunoasm_Oenocarpus_genome_phylo__04_extract_orthologs.sh,llm,brunoasm/Oenocarpus_genome_phylo,04_extract_orthologs.sh,"Generated by Claude"
nategarelik_ikemen-forge__scripts_scaffold-stage.sh,llm,nategarelik/ikemen-forge,scripts/scaffold-stage.sh,"generated by Claude"
AndreBFarias_Luna__src_tools_check_anonymity.sh,llm,AndreBFarias/Luna,src/tools/check_anonymity.sh,"generated by claude"
sseshachala_Claude_Audit__remediation_apply.sh,llm,sseshachala/Claude_Audit,remediation/apply.sh,"generated by claude"
brunoasm_Oenocarpus_genome_phylo__08b_iqtree_concat_tree.sh,llm,brunoasm/Oenocarpus_genome_phylo,08b_iqtree_concat_tree.sh,"Generated by Claude"
yingwang_lm__benchmark_comparison_run.sh,llm,yingwang/lm,benchmark/comparison/run.sh,"generated by Claude"
ho-Logos_a__linux_lock-accounts.sh,llm,ho-Logos/a,linux/lock-accounts.sh,"generated by claude"
jleechanorg_claude-commands__backup-scripts_claude_backup_enhanced.sh,llm,jleechanorg/claude-commands,backup-scripts/claude_backup_enhanced.sh,"Generated by Claude"
asikmydeen_claude-auto-setup__agents_cursor_adapter.sh,llm,asikmydeen/claude-auto-setup,agents/cursor/adapter.sh,"generated by claude"
petekp_claude-code-setup__scripts_inject-handoff-on-restart.sh,llm,petekp/claude-code-setup,scripts/inject-handoff-on-restart.sh,"generated by Claude"
bjamba_tokade__scripts_check.sh,llm,bjamba/tokade,scripts/check.sh,"generated by claude"
Prathamesh0421_ProductionAgents__stream-c_week-2_terraform_scripts_high_cpu_fix.sh,llm,Prathamesh0421/ProductionAgents,stream-c/week-2/terraform/scripts/high_cpu_fix.sh,"generated by Claude"
a2ngerer_claude_onboarding_agent__skills_web-development-setup_type-check-hook.template.sh,llm,a2ngerer/claude_onboarding_agent,skills/web-development-setup/type-check-hook.template.sh,"Generated by claude"
DNYoussef_context-cascade__skills_operations_performance-analysis_resources_metrics-reporter.sh,llm,DNYoussef/context-cascade,skills/operations/performance-analysis/resources/metrics-reporter.sh,"generated by Claude"
asikmydeen_claude-auto-setup__agents_codex-cli_adapter.sh,llm,asikmydeen/claude-auto-setup,agents/codex-cli/adapter.sh,"generated by claude"
zhoulianglen_Aidots__aidots_scripts_backup.sh,llm,zhoulianglen/Aidots,aidots/scripts/backup.sh,"generated by claude"
trentzz_kam__claude_loop.sh,llm,trentzz/kam,claude_loop.sh,"generated by Claude"
didoux_claude-gitignore-skill__scripts_generate_gitignore.sh,llm,didoux/claude-gitignore-skill,scripts/generate_gitignore.sh,"Generated by Claude"
brunoasm_Oenocarpus_genome_phylo__06_run_aliscore_alicut.sh,llm,brunoasm/Oenocarpus_genome_phylo,06_run_aliscore_alicut.sh,"Generated by Claude"
jmanhype_reer_mlx__.claude_hooks_post_run.sh,llm,jmanhype/reer_mlx,.claude/hooks/post_run.sh,"generated by Claude"
asikmydeen_claude-auto-setup__agents_copilot_adapter.sh,llm,asikmydeen/claude-auto-setup,agents/copilot/adapter.sh,"generated by claude"
mrquentin_claude-sandbox__lib_network-isolation.sh,llm,mrquentin/claude-sandbox,lib/network-isolation.sh,"Generated by claude"
nirecom_dotfiles__install_linux_session-sync-init.sh,llm,nirecom/dotfiles,install/linux/session-sync-init.sh,"generated by Claude"
peterbamuhigire_website-skills__new-project.sh,llm,peterbamuhigire/website-skills,new-project.sh,"generated by Claude"
CozyTalk_CozyTalk__.claude_hooks_enforce-authorship.sh,llm,CozyTalk/CozyTalk,.claude/hooks/enforce-authorship.sh,"generated by claude"
TheClassicTechno_cs372research__create_guardrails.sh,llm,TheClassicTechno/cs372research,create_guardrails.sh,"generated by Claude"
pi-sister_MDSC519assignment1__scripts_run_fimo.sh,llm,pi-sister/MDSC519assignment1,scripts/run_fimo.sh,"Generated by Claude"
tianlelyd_script-hub__mac_claude_env.sh,llm,tianlelyd/script-hub,mac/claude_env.sh,"generated by claude"
LazOof69_AIFX_v2__scripts_archive_check-services.sh,llm,LazOof69/AIFX_v2,scripts/archive/check-services.sh,"Generated by Claude"
The-Skyy-Rose-Collection-LLC_DevSkyy__scripts_optimize-repo.sh,llm,The-Skyy-Rose-Collection-LLC/DevSkyy,scripts/optimize-repo.sh,"Generated by Claude"
DNYoussef_context-cascade__skills_operations_performance-analysis_examples_resource-utilization-example.sh,llm,DNYoussef/context-cascade,skills/operations/performance-analysis/examples/resource-utilization-example.sh,"Generated by Claude"
gguloadoong_idea-factory__templates_scripts_review-summary.sh,llm,gguloadoong/idea-factory,templates/scripts/review-summary.sh,"Generated by Claude"
datablogin_causal-optimizer__claude-review.sh,llm,datablogin/causal-optimizer,claude-review.sh,"generated by Claude"
FortiumPartners_ai-mesh__hooks_install-metrics-hooks.sh,llm,FortiumPartners/ai-mesh,hooks/install-metrics-hooks.sh,"Generated by Claude"
clu5_configs__install_vim.sh,llm,clu5/configs,install_vim.sh,"Generated by Claude"
seanchatmangpt_erlmcp__tools_claude-md-sync.sh,llm,seanchatmangpt/erlmcp,tools/claude-md-sync.sh,"Generated by claude"
gguloadoong_market-dashboard-v5__scripts_review-summary.sh,llm,gguloadoong/market-dashboard-v5,scripts/review-summary.sh,"Generated by Claude"
gguloadoong_market-dashboard-v2__scripts_create-pr.sh,llm,gguloadoong/market-dashboard-v2,scripts/create-pr.sh,"Generated by Claude"
peers8862_Distill__distill.sh,llm,peers8862/Distill,distill.sh,"generated by Claude"
adrianwedd_homelab-scripts__rclone-sync.sh,llm,adrianwedd/homelab-scripts,rclone-sync.sh,"Generated by Claude"
Meeple-Meet_Meeple-Meet__scripts_check-compose-delays.sh,llm,Meeple-Meet/Meeple-Meet,scripts/check-compose-delays.sh,"Generated by Claude"
vivek43nit_claude-code-kit__remote-install.sh,llm,vivek43nit/claude-code-kit,remote-install.sh,"generated by claude"
Clinteastman_claudefarm__client_setup-client.sh,llm,Clinteastman/claudefarm,client/setup-client.sh,"generated by claude"
amo-tech-ai_medellin-spark__.claude_skills_skills-fix.sh,llm,amo-tech-ai/medellin-spark,.claude/skills/skills-fix.sh,"Generated by Claude"
s8w1e2ep_cicd-skills-demo__.claude_skills_security-scan_scripts_ensure_pr.sh,llm,s8w1e2ep/cicd-skills-demo,.claude/skills/security-scan/scripts/ensure_pr.sh,"Generated by Claude"
heydemo_add-scripts__bin_user_git-commit-helper.sh,llm,heydemo/add-scripts,bin/user/git-commit-helper.sh,"Generated by Claude"
martijnbokma_claude-menu__lib_claude-menu-modes.sh,llm,martijnbokma/claude-menu,lib/claude-menu-modes.sh,"Generated by claude"
spencerbeggs_claude-plugin-template__plugin_scripts_setup-proxy.sh,llm,spencerbeggs/claude-plugin-template,plugin/scripts/setup-proxy.sh,"generated by claude"
forkni_claude-git-workflow__scripts_git_setup_attributes.sh,llm,forkni/claude-git-workflow,scripts/git/setup_attributes.sh,"generated by claude"
LazOof69_AIFX_v2__setup.sh,llm,LazOof69/AIFX_v2,setup.sh,"Generated by Claude"
tokamak-network_tokamak-agent-teams__forge.sh,llm,tokamak-network/tokamak-agent-teams,forge.sh,"generated by Claude"
Basilisk-Systems_claude-toolkit__project-init.sh,llm,Basilisk-Systems/claude-toolkit,project-init.sh,"generated by claude"
dbx0_agents-hackaton__agents_hackernewsletter-creator-9edc4e30_run-agent.sh,llm,dbx0/agents-hackaton,agents/hackernewsletter-creator-9edc4e30/run-agent.sh,"Generated by Claude"
adrianwedd_homelab-scripts__disk-cleanup.sh,llm,adrianwedd/homelab-scripts,disk-cleanup.sh,"Generated by Claude"
rohit-vc26_claude-power-kit__hooks_memory_git_backup.sh,llm,rohit-vc26/claude-power-kit,hooks/memory_git_backup.sh,"generated by claude"
usewayfind_wayfind__journal-summary.sh,llm,usewayfind/wayfind,journal-summary.sh,"generated by Claude"
ppx123-web_claude-config__sync-claude-config.sh,llm,ppx123-web/claude-config,sync-claude-config.sh,"Generated by Claude"
joshuachen3333_strong_number_embedding__sn_within_unv_selfgroup_segmentation_batch_parse_genesis_all_50.sh,llm,joshuachen3333/strong_number_embedding,sn_within_unv_selfgroup_segmentation/batch_parse_genesis_all_50.sh,"Generated by Claude"
brandonlacoste9-tech_adgenxai__scripts_claude-autofix.sh,llm,brandonlacoste9-tech/adgenxai,scripts/claude-autofix.sh,"generated by Claude"
jhousteau_solution-desk-engine__.genesis_scripts_find-hardcoded-values.sh,llm,jhousteau/solution-desk-engine,.genesis/scripts/find-hardcoded-values.sh,"Generated by Claude"
quanhea_claude-harness__archive_scripts_worktree-create.sh,llm,quanhea/claude-harness,archive/scripts/worktree-create.sh,"generated by claude"
vedantmehta14_key-value-cassandra__scripts_kill.sh,llm,vedantmehta14/key-value-cassandra,scripts/kill.sh,"AI generated"
allenmjmu_projects__scripts_tar.sh,llm,allenmjmu/projects,scripts/tar.sh,"AI Generated"
awslabs_aws-glue-schema-registry__multilang-schema-registry_scripts_trace-protobuf-reflection.sh,llm,awslabs/aws-glue-schema-registry,multilang-schema-registry/scripts/trace-protobuf-reflection.sh,"AI Generated"
totouncle_ShotPipe-AX__build_macos.sh,llm,totouncle/ShotPipe-AX,build_macos.sh,"AI Generated"
hobeone_dotfiles__scripts_start_socks_proxy.sh,llm,hobeone/dotfiles,scripts/start_socks_proxy.sh,"AI Generated"
systemd_systemd__travis-ci_managers_fuzzit.sh,human,systemd/systemd,travis-ci/managers/fuzzit.sh,tree_at_commit_before_2020:14157349
